Result Number,Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
143,LE07_L1TP_134046_20021229_20170127_01_T1,LE71340462002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 134, 046,2017/01/27,2002:363:03:55:11.9276250,2002:363:03:55:39.0248749,SGS - Svalbard  Norway,Day,0,0,155,4,3.788,2.695,2.662,9,N,LPGS_12.8.3,FULL,39.03249604,147.15107675,,,ETM_L1TP,ETM,DEFINITIVE,14001,15581,7001,7791,7001,7791,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,20°13'48.00"N,94°18'37.44"E,21°10'29.64"N,93°35'40.92"E,20°54'40.68"N,95°24'21.60"E,19°32'19.32"N,93°13'24.60"E,19°16'40.44"N,95°00'58.32"E,20.23,94.3104,21.1749,93.5947,20.9113,95.406,19.5387,93.2235,19.2779,95.0162,LE07_L1TP_134046_20021229_20170127_01_T1,LE71340462002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340462002363SGS00
144,LE07_L1TP_134047_20021229_20170128_01_T1,LE71340472002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 134, 047,2017/01/28,2002:363:03:55:35.7731875,2002:363:03:56:02.8704375,SGS - Svalbard  Norway,Day,0,2,186,4,4.543,3.229,3.196,9,N,LPGS_12.8.3,FULL,40.1149209,146.26837511,,,ETM_L1TP,ETM,DEFINITIVE,14001,15601,7001,7801,7001,7801,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,18°47'16.80"N,93°58'36.84"E,19°44'04.92"N,93°16'02.28"E,19°28'24.96"N,95°03'43.92"E,18°05'54.96"N,92°54'01.08"E,17°50'24.00"N,94°40'41.16"E,18.788,93.9769,19.7347,93.2673,19.4736,95.0622,18.0986,92.9003,17.84,94.6781,LE07_L1TP_134047_20021229_20170128_01_T1,LE71340472002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340472002363SGS00
145,LE07_L1TP_134048_20021229_20170128_01_T1,LE71340482002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 134, 048,2017/01/28,2002:363:03:55:59.6909999,2002:363:03:56:26.7882500,SGS - Svalbard  Norway,Day,4,2,156,4,5.283,3.233,4.178,9,N,LPGS_12.8.3,FULL,41.18645443,145.34473701,,,ETM_L1TP,ETM,DEFINITIVE,14021,15581,7011,7791,7011,7791,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,17°20'42.00"N,93°38'49.20"E,18°17'25.44"N,92°56'33.36"E,18°01'53.76"N,94°43'20.28"E,16°39'12.24"N,92°34'44.76"E,16°23'48.12"N,94°20'35.88"E,17.345,93.647,18.2904,92.9426,18.0316,94.7223,16.6534,92.5791,16.3967,94.3433,LE07_L1TP_134048_20021229_20170128_01_T1,LE71340482002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340482002363SGS00
146,LE07_L1TP_134049_20021229_20170127_01_T2,LE71340492002363SGS00,2002/12/29,LANDSAT_7,ON,T2,1,, 134, 049,2017/01/27,2002:363:03:56:23.6088749,2002:363:03:56:50.7059999,SGS - Svalbard  Norway,Day,10,13,21,4,16.084,15.824,2.881,9,N,LPGS_12.8.3,FULL,42.24307513,144.38107783,,,ETM_L1TP,ETM,DEFINITIVE,14021,15621,7011,7811,7011,7811,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,15°54'03.60"N,93°19'15.96"E,16°50'42.72"N,92°37'16.68"E,16°35'17.88"N,94°23'13.92"E,15°12'29.16"N,92°15'39.96"E,14°57'11.88"N,94°00'47.16"E,15.901,93.3211,16.8452,92.6213,16.5883,94.3872,15.2081,92.2611,14.9533,94.0131,LE07_L1TP_134049_20021229_20170127_01_T2,LE71340492002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340492002363SGS00
147,LE07_L1GT_134050_20021229_20170128_01_T2,LE71340502002363BKT00,2002/12/29,LANDSAT_7,ON,T2,1,SAM, 134, 050,2017/01/28,2002:363:03:56:47.4543750,2002:363:03:57:14.5515624,BKT - Bangkok  Thailand,Day,19,20,-1,-1,,,,9,N,LPGS_12.8.3,FULL,43.30069592,143.4003687,NA,,ETM_L1GT,ETM,DEFINITIVE,14041,15621,7021,7811,7021,7811,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,14°27'10.30"N,93°01'44.83"E,15°23'53.52"N,92°20'04.45"E,15°08'36.67"N,94°05'17.23"E,13°45'37.26"N,91°58'37.67"E,13°30'26.78"N,93°43'05.34"E,14.45286,93.02912,15.3982,92.33457,15.14352,94.08812,13.76035,91.97713,13.50744,93.71815,LE07_L1GT_134050_20021229_20170128_01_T2,LE71340502002363BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340502002363BKT00
148,LE07_L1TP_134051_20021229_20170127_01_T1,LE71340512002363BKT00,2002/12/29,LANDSAT_7,ON,T1,1,SAM, 134, 051,2017/01/27,2002:363:03:57:11.3721250,2002:363:03:57:38.4693124,BKT - Bangkok  Thailand,Day,29,39,46,4,9.248,7.111,5.912,9,N,LPGS_12.8.3,FULL,44.32441276,142.34782673,NA,,ETM_L1TP,ETM,DEFINITIVE,14041,15601,7021,7801,7021,7801,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,13°00'29.88"N,92°42'35.39"E,13°57'08.06"N,92°01'06.96"E,13°41'56.87"N,93°45'39.60"E,12°18'51.98"N,91°39'49.54"E,12°03'46.80"N,93°23'42.25"E,13.0083,92.70983,13.95224,92.0186,13.69913,93.761,12.31444,91.66376,12.063,93.39507,LE07_L1TP_134051_20021229_20170127_01_T1,LE71340512002363BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340512002363BKT00
149,LE07_L1TP_134052_20021229_20170128_01_T1,LE71340522002363BKT00,2002/12/29,LANDSAT_7,ON,T1,1,SAM, 134, 052,2017/01/28,2002:363:03:57:35.2899374,2002:363:03:58:02.3870624,BKT - Bangkok  Thailand,Day,75,89,45,4,6.126,3.593,4.962,9,N,LPGS_12.8.3,FULL,45.32915942,141.24737327,NA,,ETM_L1TP,ETM,DEFINITIVE,14021,15641,7011,7821,7011,7821,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,11°33'49.54"N,92°23'31.99"E,12°30'22.90"N,91°42'17.93"E,12°15'17.06"N,93°26'15.00"E,10°52'05.52"N,91°21'07.31"E,10°37'04.73"N,93°04'29.39"E,11.56376,92.39222,12.50636,91.70498,12.25474,93.4375,10.8682,91.35203,10.61798,93.07483,LE07_L1TP_134052_20021229_20170128_01_T1,LE71340522002363BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340522002363BKT00
150,LE07_L1GT_134053_20021229_20170127_01_T2,LE71340532002363BKT00,2002/12/29,LANDSAT_7,ON,T2,1,SAM, 134, 053,2017/01/27,2002:363:03:57:59.2076874,2002:363:03:58:26.3049374,BKT - Bangkok  Thailand,Day,95,99,-1,-1,,,,9,N,LPGS_12.8.3,FULL,46.31391586,140.09564581,NA,,ETM_L1GT,ETM,DEFINITIVE,14041,15621,7021,7811,7021,7811,UTM,46,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,10°07'06.13"N,92°04'38.78"E,11°03'36.68"N,91°23'35.02"E,10°48'35.24"N,93°07'00.91"E,9°25'18.34"N,91°02'31.99"E,9°10'21.36"N,92°45'27.79"E,10.11837,92.07744,11.06019,91.39306,10.80979,93.11692,9.42176,91.04222,9.1726,92.75772,LE07_L1GT_134053_20021229_20170127_01_T2,LE71340532002363BKT00,https://earthexplorer.usgs.gov/browse-link/12267/LE71340532002363BKT00
151,LE07_L1TP_150026_20021229_20170127_01_T1,LE71500262002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 026,2017/01/27,2002:363:05:26:07.1364375,2002:363:05:26:34.2338125,SGS - Svalbard  Norway,Day,1,1,39,4,9.846,4.228,8.892,9,N,LPGS_12.8.3,FULL,15.52455424,160.15091464,,,ETM_L1TP,ETM,DEFINITIVE,15181,16481,7591,8241,7591,8241,UTM,44,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,48°52'04.80"N,78°01'34.68"E,49°51'16.92"N,77°03'24.12"E,49°28'28.56"N,79°38'55.32"E,48°14'34.80"N,76°26'33.00"E,47°52'30.00"N,78°57'20.16"E,48.868,78.0263,49.8547,77.0567,49.4746,79.6487,48.243,76.4425,47.875,78.9556,LE07_L1TP_150026_20021229_20170127_01_T1,LE71500262002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500262002363SGS00
152,LE07_L1TP_150027_20021229_20170127_01_T2,LE71500272002363SGS00,2002/12/29,LANDSAT_7,ON,T2,1,, 150, 027,2017/01/27,2002:363:05:26:31.0543749,2002:363:05:26:58.1518124,SGS - Svalbard  Norway,Day,7,7,40,4,17.929,14.247,10.885,9,N,LPGS_12.8.3,FULL,16.74979362,159.57762625,,,ETM_L1TP,ETM,DEFINITIVE,14421,15761,7211,7881,7211,7881,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,47°27'03.60"N,77°27'42.12"E,48°25'55.56"N,76°30'45.36"E,48°03'45.72"N,79°02'04.56"E,46°49'04.08"N,75°55'26.76"E,46°27'34.56"N,78°22'21.36"E,47.451,77.4617,48.4321,76.5126,48.0627,79.0346,46.8178,75.9241,46.4596,78.3726,LE07_L1TP_150027_20021229_20170127_01_T2,LE71500272002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500272002363SGS00
153,LE07_L1TP_150028_20021229_20170127_01_T2,LE71500282002363SGS00,2002/12/29,LANDSAT_7,ON,T2,1,, 150, 028,2017/01/27,2002:363:05:26:54.9001250,2002:363:05:27:21.9975625,SGS - Svalbard  Norway,Day,100,100,32,4,22.793,4.27,22.389,9,N,LPGS_12.8.3,FULL,17.9691577,159.01368041,,,ETM_L1TP,ETM,DEFINITIVE,14421,15841,7211,7921,7211,7921,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,46°01'51.60"N,76°55'19.92"E,47°00'41.04"N,75°59'34.44"E,46°39'06.84"N,78°26'59.64"E,45°23'43.44"N,75°25'42.24"E,45°02'46.68"N,77°49'00.84"E,46.031,76.9222,47.0114,75.9929,46.6519,78.4499,45.3954,75.4284,45.0463,77.8169,LE07_L1TP_150028_20021229_20170127_01_T2,LE71500282002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500282002363SGS00
154,LE07_L1GT_150029_20021229_20170127_01_T2,LE71500292002363SGS00,2002/12/29,LANDSAT_7,ON,T2,1,, 150, 029,2017/01/27,2002:363:05:27:18.8181250,2002:363:05:27:45.9154999,SGS - Svalbard  Norway,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,19.18914174,158.45017573,,,ETM_L1GT,ETM,DEFINITIVE,14461,15841,7231,7921,7231,7921,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,44°36'36.00"N,76°24'13.68"E,45°35'05.64"N,75°29'36.24"E,45°14'04.56"N,77°53'22.92"E,43°57'59.40"N,74°56'56.76"E,43°37'33.24"N,77°16'53.40"E,44.61,76.4038,45.5849,75.4934,45.2346,77.8897,43.9665,74.9491,43.6259,77.2815,LE07_L1GT_150029_20021229_20170127_01_T2,LE71500292002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500292002363SGS00
155,LE07_L1TP_150030_20021229_20170127_01_T1,LE71500302002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 030,2017/01/27,2002:363:05:27:42.6638125,2002:363:05:28:09.7612500,SGS - Svalbard  Norway,Day,31,31,61,4,6.343,4.683,4.278,9,N,LPGS_12.8.3,FULL,20.40202184,157.88901074,,,ETM_L1TP,ETM,DEFINITIVE,14461,15861,7231,7931,7231,7931,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,43°11'09.60"N,75°54'20.88"E,44°09'37.80"N,75°00'45.72"E,43°49'07.68"N,77°21'09.36"E,42°32'27.24"N,74°29'22.20"E,42°12'29.16"N,76°46'11.28"E,43.186,75.9058,44.1605,75.0127,43.8188,77.3526,42.5409,74.4895,42.2081,76.7698,LE07_L1TP_150030_20021229_20170127_01_T1,LE71500302002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500302002363SGS00
156,LE07_L1TP_150031_20021229_20170127_01_T1,LE71500312002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 031,2017/01/27,2002:363:05:28:06.5818125,2002:363:05:28:33.6792500,SGS - Svalbard  Norway,Day,4,4,85,4,4.907,3.248,3.678,9,N,LPGS_12.8.3,FULL,21.61461432,157.32394835,,,ETM_L1TP,ETM,DEFINITIVE,14481,15861,7241,7931,7241,7931,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,75°25'33.96"E,42°43'50.88"N,74°32'58.56"E,42°23'49.20"N,76°50'11.76"E,41°06'34.20"N,74°02'34.44"E,40°47'02.04"N,76°16'27.12"E,41.761,75.4261,42.7308,74.5496,42.397,76.8366,41.1095,74.0429,40.7839,76.2742,LE07_L1TP_150031_20021229_20170127_01_T1,LE71500312002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500312002363SGS00
157,LE07_L1TP_150032_20021229_20170127_01_T1,LE71500322002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 032,2017/01/27,2002:363:05:28:30.4998124,2002:363:05:28:57.5972499,SGS - Svalbard  Norway,Day,1,1,83,4,6.895,3.377,6.011,9,N,LPGS_12.8.3,FULL,22.82316658,156.75393785,,,ETM_L1TP,ETM,DEFINITIVE,14481,15901,7241,7951,7241,7951,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,40°20'02.40"N,74°57'44.28"E,41°17'58.56"N,74°06'02.88"E,40°58'23.16"N,76°20'18.60"E,39°40'35.76"N,73°36'39.24"E,39°21'28.80"N,75°47'47.76"E,40.334,74.9623,41.2996,74.1008,40.9731,76.3385,39.6766,73.6109,39.358,75.7966,LE07_L1TP_150032_20021229_20170127_01_T1,LE71500322002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500322002363SGS00
158,LE07_L1TP_150033_20021229_20170128_01_T1,LE71500332002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 033,2017/01/28,2002:363:05:28:54.3455624,2002:363:05:29:21.4429999,SGS - Svalbard  Norway,Day,9,9,135,4,6.587,4.858,4.448,9,N,LPGS_12.8.3,FULL,24.02244645,156.17521875,,,ETM_L1TP,ETM,DEFINITIVE,14481,15941,7241,7971,7241,7971,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,38°54'18.00"N,74°30'51.12"E,39°52'16.32"N,73°40'05.88"E,39°33'05.76"N,75°51'36.00"E,38°14'49.56"N,73°11'31.92"E,37°56'04.92"N,75°20'07.44"E,38.905,74.5142,39.8712,73.6683,39.5516,75.86,38.2471,73.1922,37.9347,75.3354,LE07_L1TP_150033_20021229_20170128_01_T1,LE71500332002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500332002363SGS00
159,LE07_L1TP_150034_20021229_20170127_01_T1,LE71500342002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 034,2017/01/27,2002:363:05:29:18.2636250,2002:363:05:29:45.3610625,SGS - Svalbard  Norway,Day,3,3,47,4,5.012,3.62,3.466,9,N,LPGS_12.8.3,FULL,25.22123185,155.58914216,,,ETM_L1TP,ETM,DEFINITIVE,14481,15921,7241,7961,7241,7961,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,37°28'33.60"N,74°04'44.40"E,38°26'15.00"N,73°14'48.12"E,38°07'27.48"N,75°23'43.44"E,36°48'42.12"N,72°47'01.68"E,36°30'19.08"N,74°53'13.56"E,37.476,74.079,38.4375,73.2467,38.1243,75.3954,36.8117,72.7838,36.5053,74.8871,LE07_L1TP_150034_20021229_20170127_01_T1,LE71500342002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500342002363SGS00
160,LE07_L1TP_150037_20021229_20170127_01_T1,LE71500372002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 037,2017/01/27,2002:363:05:30:29.9453125,2002:363:05:30:57.0427500,SGS - Svalbard  Norway,Day,0,0,121,4,4.65,3.169,3.403,9,N,LPGS_12.8.3,FULL,28.78162272,153.76069123,,,ETM_L1TP,ETM,DEFINITIVE,14501,15961,7251,7981,7251,7981,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'40.80"N,72°50'43.44"E,34°07'59.88"N,72°03'01.08"E,33°50'12.48"N,74°05'10.68"E,32°30'16.92"N,71°37'17.04"E,32°12'49.32"N,73°37'13.44"E,33.178,72.8454,34.1333,72.0503,33.8368,74.0863,32.5047,71.6214,32.2137,73.6204,LE07_L1TP_150037_20021229_20170127_01_T1,LE71500372002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500372002363SGS00
161,LE07_L1TP_150038_20021229_20170127_01_T1,LE71500382002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 038,2017/01/27,2002:363:05:30:53.7910624,2002:363:05:31:20.8884375,SGS - Svalbard  Norway,Day,1,1,202,4,4.144,2.816,3.04,9,N,LPGS_12.8.3,FULL,29.95315402,153.12174285,,,ETM_L1TP,ETM,DEFINITIVE,14501,15981,7251,7991,7251,7991,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,31°44'34.80"N,72°27'16.20"E,32°41'59.64"N,71°40'20.28"E,32°24'29.88"N,73°40'32.16"E,31°04'10.92"N,71°15'03.60"E,30°46'59.16"N,73°13'11.64"E,31.743,72.4545,32.6999,71.6723,32.4083,73.6756,31.0697,71.251,30.7831,73.2199,LE07_L1TP_150038_20021229_20170127_01_T1,LE71500382002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500382002363SGS00
162,LE07_L1TP_150039_20021229_20170127_01_T1,LE71500392002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 039,2017/01/27,2002:363:05:31:17.7090625,2002:363:05:31:44.8064374,SGS - Svalbard  Norway,Day,0,0,179,4,4.477,3.074,3.255,9,N,LPGS_12.8.3,FULL,31.121151,152.46136852,,,ETM_L1TP,ETM,DEFINITIVE,14501,16001,7251,8001,7251,8001,UTM,43,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,30°18'25.20"N,72°04'20.28"E,31°15'38.88"N,71°17'58.92"E,30°58'24.96"N,73°16'21.00"E,29°37'46.56"N,70°53'16.08"E,29°20'49.92"N,72°49'42.24"E,30.307,72.0723,31.2608,71.2997,30.9736,73.2725,29.6296,70.8878,29.3472,72.8284,LE07_L1TP_150039_20021229_20170127_01_T1,LE71500392002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500392002363SGS00
163,LE07_L1TP_150040_20021229_20170127_01_T1,LE71500402002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 040,2017/01/27,2002:363:05:31:41.6269999,2002:363:05:32:08.7245000,SGS - Svalbard  Norway,Day,14,14,160,4,5.015,3.827,3.241,9,N,LPGS_12.8.3,FULL,32.28063786,151.7791209,,,ETM_L1TP,ETM,DEFINITIVE,14001,15481,7001,7741,7001,7741,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,28°52'12.00"N,71°41'54.60"E,29°49'14.52"N,70°56'07.80"E,29°32'16.08"N,72°52'47.28"E,28°11'20.40"N,70°31'50.88"E,27°54'37.44"N,72°26'43.08"E,28.87,71.6985,29.8207,70.9355,29.5378,72.8798,28.189,70.5308,27.9104,72.4453,LE07_L1TP_150040_20021229_20170127_01_T1,LE71500402002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500402002363SGS00
164,LE07_L1TP_150041_20021229_20170127_01_T1,LE71500412002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 041,2017/01/27,2002:363:05:32:05.4728125,2002:363:05:32:32.5702499,SGS - Svalbard  Norway,Day,0,0,222,4,3.77,2.457,2.859,9,N,LPGS_12.8.3,FULL,33.42714696,151.07338167,,,ETM_L1TP,ETM,DEFINITIVE,14001,15501,7001,7751,7001,7751,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,27°25'55.20"N,71°19'51.60"E,28°23'04.92"N,70°34'42.24"E,28°06'20.16"N,72°29'46.68"E,26°45'06.48"N,70°10'54.12"E,26°28'36.12"N,72°04'18.48"E,27.432,71.331,28.3847,70.5784,28.1056,72.4963,26.7518,70.1817,26.4767,72.0718,LE07_L1TP_150041_20021229_20170127_01_T1,LE71500412002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500412002363SGS00
165,LE07_L1TP_150042_20021229_20170127_01_T1,LE71500422002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 042,2017/01/27,2002:363:05:32:29.3908125,2002:363:05:32:56.4881874,SGS - Svalbard  Norway,Day,0,0,169,4,4.52,3.298,3.091,9,N,LPGS_12.8.3,FULL,34.56955727,150.34465774,,,ETM_L1TP,ETM,DEFINITIVE,14021,15541,7011,7771,7011,7771,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,25°59'34.80"N,70°58'21.72"E,26°56'35.52"N,70°13'39.36"E,26°40'03.36"N,72°07'14.88"E,25°18'35.64"N,69°50'08.88"E,25°02'17.52"N,71°42'11.52"E,25.993,70.9727,26.9432,70.2276,26.6676,72.1208,25.3099,69.8358,25.0382,71.7032,LE07_L1TP_150042_20021229_20170127_01_T1,LE71500422002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500422002363SGS00
166,LE07_L1TP_150043_20021229_20170127_01_T1,LE71500432002363SGS00,2002/12/29,LANDSAT_7,ON,T1,1,, 150, 043,2017/01/27,2002:363:05:32:53.3087500,2002:363:05:33:20.4061875,SGS - Svalbard  Norway,Day,21,21,160,4,4.348,3.04,3.108,9,N,LPGS_12.8.3,FULL,35.70208929,149.58873883,,,ETM_L1TP,ETM,DEFINITIVE,14021,15561,7011,7781,7011,7781,UTM,42,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,24°33'14.40"N,70°37'03.72"E,25°30'05.04"N,69°52'51.60"E,25°13'45.12"N,71°45'05.04"E,23°52'01.20"N,69°29'45.24"E,23°35'54.24"N,71°20'32.64"E,24.554,70.6177,25.5014,69.881,25.2292,71.7514,23.867,69.4959,23.5984,71.3424,LE07_L1TP_150043_20021229_20170127_01_T1,LE71500432002363SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE71500432002363SGS00
167,LE07_L1TP_111035_20021228_20170127_01_T1,LE71110352002362EDC00,2002/12/28,LANDSAT_7,ON,T1,1,, 111, 035,2017/01/27,2002:362:01:28:40.3535000,2002:362:01:29:07.4507499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,43,56,83,4,3.952,2.398,3.141,9,N,LPGS_12.8.3,FULL,26.40470145,155.15033288,,,ETM_L1TP,ETM,DEFINITIVE,14461,15901,7231,7951,7231,7951,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,36°02'38.40"N,133°54'36.00"E,37°00'15.84"N,133°05'31.20"E,36°41'49.92"N,135°11'59.64"E,35°22'38.28"N,132°38'27.60"E,35°04'35.04"N,134°42'23.76"E,36.044,133.91,37.0044,133.092,36.6972,135.1999,35.3773,132.641,35.0764,134.7066,LE07_L1TP_111035_20021228_20170127_01_T1,LE71110352002362EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71110352002362EDC00
168,LE07_L1TP_111036_20021228_20170127_01_T1,LE71110362002362EDC00,2002/12/28,LANDSAT_7,ON,T1,1,, 111, 036,2017/01/27,2002:362:01:29:04.1990624,2002:362:01:29:31.2962499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,45,42,76,4,4.362,3.248,2.911,9,N,LPGS_12.8.3,FULL,27.5917751,154.5447537,,,ETM_L1TP,ETM,DEFINITIVE,14461,15921,7231,7961,7231,7961,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,34°36'43.20"N,133°29'59.64"E,35°34'20.28"N,132°41'38.76"E,35°16'14.16"N,134°45'52.56"E,33°56'40.56"N,132°15'17.64"E,33°38'55.68"N,134°17'08.88"E,34.612,133.4999,35.5723,132.6941,35.2706,134.7646,33.9446,132.2549,33.6488,134.2858,LE07_L1TP_111036_20021228_20170127_01_T1,LE71110362002362EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE71110362002362EDC00
169,LE07_L1TP_111037_20021228_20170128_01_T1,LE71110372002362HIJ00,2002/12/28,LANDSAT_7,ON,T1,1,SAM, 111, 037,2017/01/28,2002:362:01:29:28.1168125,2002:362:01:29:55.2139999,HIJ - Hiroshima  Japan,Day,42,30,71,4,4.592,3.388,3.099,9,N,LPGS_12.8.3,FULL,28.79001405,153.94476015,NA,,ETM_L1TP,ETM,DEFINITIVE,14481,15961,7241,7981,7241,7981,UTM,53,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,33°10'19.24"N,133°07'27.26"E,34°07'47.35"N,132°19'49.04"E,33°50'01.57"N,134°21'56.45"E,32°30'01.15"N,131°54'03.06"E,32°12'34.92"N,133°53'57.44"E,33.17201,133.12424,34.12982,132.33029,33.83377,134.36568,32.50032,131.90085,32.2097,133.89929,LE07_L1TP_111037_20021228_20170128_01_T1,LE71110372002362HIJ00,https://earthexplorer.usgs.gov/browse-link/12267/LE71110372002362HIJ00
